State (FIPS Code),County of current residence,Census Tract,Geographic Identifier,Area Name,Tribal Tract,Median Family Income (In 2021 Inflation Adjusted Dollars),Total Population,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Total Population,Total Population: Not Hispanic or Latino,Total Population: Not Hispanic or Latino: White Alone,Total Population: Not Hispanic or Latino: Black or African American Alone,Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Not Hispanic or Latino: Asian Alone,Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Not Hispanic or Latino: Some Other Race Alone,Total Population: Not Hispanic or Latino: Two or More Races,Total Population: Hispanic or Latino,Total Population: Hispanic or Latino: White Alone,Total Population: Hispanic or Latino: Black or African American Alone,Total Population: Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Hispanic or Latino: Asian Alone,Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Hispanic or Latino: Some Other Race Alone,Total Population: Hispanic or Latino: Two or More Races,Civilian Population 16 to 19 Years:,"Civilian Population 16 to 19 Years: Not High School Graduate, Not Enrolled (Dropped Out)","Civilian Population 16 to 19 Years: High School Graduate, or Enrolled (In School)",Population for Whom Poverty Status Is Determined:,Population for Whom Poverty Status Is Determined: Under .50,Population for Whom Poverty Status Is Determined: .50 to .74,Population for Whom Poverty Status Is Determined: .75 to .99,Population for Whom Poverty Status Is Determined: 1.00 to 1.49,Population for Whom Poverty Status Is Determined: 1.50 to 1.99,Population for Whom Poverty Status Is Determined: 2.00 and Over,Population Under 18 Years of Age for Whom Poverty Status Is Determined:,Population Under 18 Years of Age for Whom Poverty Status Is Determined: Living in Poverty,Population Under 18 Years of Age for Whom Poverty Status Is Determined: At or Above Poverty Level
Geo_STATE,Geo_COUNTY,Geo_TRACT,Geo_GEOID,Geo_NAME,Geo_BTTR,SE_A14010_001,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,SE_A12003_001,SE_A12003_002,SE_A12003_003,SE_A13004_001,SE_A13004_002,SE_A13004_003,SE_A13004_004,SE_A13004_005,SE_A13004_006,SE_A13004_007,SE_A13003A_001,SE_A13003A_002,SE_A13003A_003
17,031,829301,14000US17031829301,Census Tract 8293.01,,107857,4163,4163,1694,2188,12,0,0,35,234,4163,3812,1464,2145,0,0,0,23,180,351,230,43,12,0,0,12,54,254,0,254,4094,175,70,53,331,525,2940,1008,62,946
17,031,829302,14000US17031829302,Census Tract 8293.02,,54500,3471,3471,637,1686,0,0,0,1137,11,3471,1998,307,1686,0,0,0,0,5,1473,330,0,0,0,0,1137,6,159,0,159,3280,134,116,844,181,324,1681,658,310,348
17,031,829401,14000US17031829401,Census Tract 8294.01,,48942,998,998,25,695,0,0,0,274,4,998,665,0,665,0,0,0,0,0,333,25,30,0,0,0,274,4,138,7,131,955,99,38,173,25,200,420,289,133,156
17,031,829402,14000US17031829402,Census Tract 8294.02,,52462,3126,3126,666,2032,0,0,0,342,86,3126,2932,651,2032,0,0,0,182,67,194,15,0,0,0,0,160,19,277,62,215,3118,582,11,57,512,380,1576,736,131,605
17,031,829500,14000US17031829500,Census Tract 8295,,48681,4022,4022,1561,1321,11,0,0,936,193,4022,2619,1184,1321,11,0,0,0,103,1403,377,0,0,0,0,936,90,241,82,159,3936,328,22,334,954,285,2013,1387,304,1083
17,031,829600,14000US17031829600,Census Tract 8296,,70195,2976,2976,2173,167,15,22,0,383,216,2976,2151,1870,167,0,22,0,0,92,825,303,0,15,0,0,383,124,85,0,85,2944,143,104,13,531,179,1974,617,92,525
17,031,829700,14000US17031829700,Census Tract 8297,,58143,3033,3033,1030,1737,0,85,0,41,140,3033,2755,825,1737,0,85,0,0,108,278,205,0,0,0,0,41,32,142,0,142,3033,281,274,191,201,492,1594,852,388,464
17,031,829800,14000US17031829800,Census Tract 8298,,137212,6131,6131,2446,3131,0,43,0,12,499,6131,6074,2442,3106,0,43,0,12,471,57,4,25,0,0,0,0,28,188,0,188,6102,152,32,30,198,122,5568,1601,0,1601
17,031,829902,14000US17031829902,Census Tract 8299.02,,93715,7310,7310,787,6498,0,25,0,0,0,7310,7181,700,6456,0,25,0,0,0,129,87,42,0,0,0,0,0,494,13,481,7310,415,598,49,141,498,5609,2071,295,1776
17,031,829903,14000US17031829903,Census Tract 8299.03,,101719,4376,4376,565,3649,0,108,0,0,54,4376,4284,473,3649,0,108,0,0,54,92,92,0,0,0,0,0,0,215,0,215,4376,114,88,239,301,373,3261,820,37,783
17,031,829904,14000US17031829904,Census Tract 8299.04,,93726,4336,4336,2011,2056,0,81,0,68,120,4336,3903,1625,2056,0,81,0,68,73,433,386,0,0,0,0,0,47,51,0,51,4336,123,0,15,83,134,3981,828,0,828
17,031,830001,14000US17031830001,Census Tract 8300.01,,56683,2239,2239,1557,117,0,118,20,104,323,2239,1750,1375,117,0,118,20,0,120,489,182,0,0,0,0,104,203,59,0,59,2239,326,78,146,166,272,1251,329,181,148
17,031,830003,14000US17031830003,Census Tract 8300.03,,134683,8399,8399,382,7538,0,0,0,0,479,8399,8270,382,7538,0,0,0,0,350,129,0,0,0,0,0,0,129,232,0,232,8399,292,511,267,66,395,6868,2391,576,1815
17,031,830004,14000US17031830004,Census Tract 8300.04,,112017,6785,6785,729,5856,0,115,0,2,83,6785,6614,573,5843,0,115,0,0,83,171,156,13,0,0,0,2,0,211,24,187,6690,623,127,19,96,154,5671,1423,192,1231
17,031,830005,14000US17031830005,Census Tract 8300.05,,109274,3938,3938,750,3095,0,92,0,0,1,3938,3937,750,3095,0,92,0,0,0,1,0,0,0,0,0,0,1,228,0,228,3865,309,31,78,43,241,3163,747,83,664
17,031,830006,14000US17031830006,Census Tract 8300.06,,76979,2734,2734,404,2017,0,269,0,0,44,2734,2720,404,2017,0,269,0,0,30,14,0,0,0,0,0,0,14,74,0,74,2629,13,257,121,258,338,1642,508,14,494
17,031,830007,14000US17031830007,Census Tract 8300.07,,73605,4828,4828,422,4343,0,0,0,14,49,4828,4668,406,4262,0,0,0,0,0,160,16,81,0,0,0,14,49,328,0,328,4682,456,47,162,134,741,3142,1515,81,1434
17,031,830008,14000US17031830008,Census Tract 8300.08,,106220,4261,4261,274,3623,0,0,0,106,258,4261,4159,268,3559,0,0,0,87,245,102,6,64,0,0,0,19,13,255,27,228,4261,149,18,50,133,173,3738,936,90,846
17,031,830100,14000US17031830100,Census Tract 8301,,93851,3304,3304,352,2880,0,0,0,53,19,3304,3271,331,2868,0,0,0,53,19,33,21,12,0,0,0,0,0,312,0,312,3304,130,35,114,439,304,2282,881,78,803
17,031,830201,14000US17031830201,Census Tract 8302.01,,82860,4841,4841,509,4163,0,68,0,0,101,4841,4817,509,4139,0,68,0,0,101,24,0,24,0,0,0,0,0,365,0,365,4819,326,198,107,568,438,3182,439,33,406
17,031,830202,14000US17031830202,Census Tract 8302.02,,86250,3721,3721,1085,2559,0,12,0,4,61,3721,3502,870,2559,0,12,0,0,61,219,215,0,0,0,0,4,0,70,0,70,3645,538,11,6,28,262,2800,785,7,778
17,031,830300,14000US17031830300,Census Tract 8303,,64292,5017,5017,835,3803,202,64,0,27,86,5017,4643,833,3744,0,64,0,0,2,374,2,59,202,0,0,27,84,305,0,305,4955,265,85,104,807,277,3417,1297,46,1251
17,031,830400,14000US17031830400,Census Tract 8304,,57986,3885,3885,1025,2365,19,0,0,434,42,3885,3145,810,2293,0,0,0,0,42,740,215,72,19,0,0,434,0,192,0,192,3885,423,385,77,333,195,2472,991,366,625
17,031,830500,14000US17031830500,Census Tract 8305,,43079,3988,3988,1504,250,19,0,0,844,1371,3988,68,68,0,0,0,0,0,0,3920,1436,250,19,0,0,844,1371,295,39,256,3988,427,53,112,994,483,1919,1221,126,1095
17,031,830600,14000US17031830600,Census Tract 8306,,82167,4959,4959,2177,1009,0,319,0,676,778,4959,3401,1774,1009,0,319,0,82,217,1558,403,0,0,0,0,594,561,116,25,91,4949,227,275,283,286,472,3406,1089,278,811
17,031,830700,14000US17031830700,Census Tract 8307,,74444,4081,4081,1979,1368,19,448,7,54,206,4081,3556,1630,1368,0,448,0,16,94,525,349,0,19,0,7,38,112,208,6,202,4064,638,250,115,506,298,2257,564,156,408
17,031,830800,14000US17031830800,Census Tract 8308,,134557,2612,2612,2162,107,6,210,0,19,108,2612,2301,1951,96,0,210,0,0,44,311,211,11,6,0,0,19,64,55,0,55,2612,46,15,40,121,88,2302,276,0,276
17,031,830900,14000US17031830900,Census Tract 8309,,125764,2953,2953,2216,81,0,223,9,90,334,2953,2220,1839,81,0,223,0,0,77,733,377,0,0,0,9,90,257,60,0,60,2947,9,70,79,53,94,2642,461,48,413
17,031,831000,14000US17031831000,Census Tract 8310,,193580,2232,2232,2022,21,0,103,0,0,86,2232,2021,1866,21,0,103,0,0,31,211,156,0,0,0,0,0,55,36,0,36,2232,15,0,65,29,41,2082,290,0,290
17,031,831100,14000US17031831100,Census Tract 8311,,88594,7706,7706,5021,123,19,180,0,1524,839,7706,3562,3167,105,0,180,0,41,69,4144,1854,18,19,0,0,1483,770,528,69,459,7690,382,119,96,897,899,5297,1407,137,1270
17,031,831200,14000US17031831200,Census Tract 8312,,52644,4855,4855,1793,341,34,217,5,1861,604,4855,875,409,211,0,217,0,0,38,3980,1384,130,34,0,5,1861,566,458,22,436,4855,78,133,290,1022,624,2708,1048,85,963
17,031,831300,14000US17031831300,Census Tract 8313,,72600,1080,1080,56,254,0,21,0,631,118,1080,290,15,254,0,21,0,0,0,790,41,0,0,0,0,631,118,21,0,21,1080,10,351,0,190,50,479,179,67,112
17,031,831400,14000US17031831400,Census Tract 8314,,36176,2805,2805,689,1724,0,180,7,161,44,2805,2317,406,1724,0,180,7,0,0,488,283,0,0,0,0,161,44,51,0,51,2560,232,300,146,667,105,1110,618,133,485
17,031,831500,14000US17031831500,Census Tract 8315,,67237,3885,3885,2422,391,68,131,0,621,252,3885,1983,1386,382,0,131,0,0,84,1902,1036,9,68,0,0,621,168,134,37,97,3885,268,78,108,433,387,2611,882,109,773
17,031,831600,14000US17031831600,Census Tract 8316,,66857,7313,7313,3567,701,74,236,0,2051,684,7313,2792,1761,701,16,209,0,0,105,4521,1806,0,58,27,0,2051,579,335,0,335,7281,223,101,127,1137,657,5036,1626,3,1623
17,031,831700,14000US17031831700,Census Tract 8317,,70074,2182,2182,1393,44,0,171,0,439,135,2182,1206,986,44,0,171,0,0,5,976,407,0,0,0,0,439,130,119,0,119,2182,103,62,128,319,252,1318,431,16,415
17,031,831800,14000US17031831800,Census Tract 8318,,72172,6981,6981,4116,280,50,1848,0,215,472,6981,5507,3129,280,0,1848,0,76,174,1474,987,0,50,0,0,139,298,346,0,346,6562,353,316,124,461,806,4502,1447,254,1193
17,031,831900,14000US17031831900,Census Tract 8319,,223214,3262,3262,2693,48,26,240,0,9,246,3262,2876,2466,48,0,240,0,0,122,386,227,0,26,0,0,9,124,22,0,22,3262,227,95,0,69,8,2863,394,0,394
17,031,832000,14000US17031832000,Census Tract 8320,,204531,1774,1774,1432,58,1,175,0,18,90,1774,1671,1356,58,0,173,0,0,84,103,76,0,1,2,0,18,6,46,0,46,1774,104,49,17,70,70,1464,82,0,82
17,031,832100,14000US17031832100,Census Tract 8321,,51548,3581,3581,2107,1099,0,112,0,82,181,3581,3197,1865,1099,0,104,0,0,129,384,242,0,0,8,0,82,52,16,0,16,3558,368,177,15,341,93,2564,494,252,242
17,031,832200,14000US17031832200,Census Tract 8322,,201250,2838,2838,2510,70,0,97,0,17,144,2838,2572,2345,70,0,97,0,6,54,266,165,0,0,0,0,11,90,28,0,28,2838,93,19,19,9,67,2631,407,31,376
17,031,832300,14000US17031832300,Census Tract 8323,,189750,1910,1910,1494,96,0,103,0,83,134,1910,1574,1242,96,0,103,0,0,133,336,252,0,0,0,0,83,1,21,0,21,1910,51,62,21,58,57,1661,238,14,224
17,031,832400,14000US17031832400,Census Tract 8324,,187656,3280,3280,2632,239,0,192,10,53,154,3280,2645,2186,239,0,192,0,0,28,635,446,0,0,0,10,53,126,67,9,58,3252,117,25,44,30,77,2959,477,16,461
17,031,832500,14000US17031832500,Census Tract 8325,,250001,3180,3180,2685,131,0,106,0,103,155,3180,2855,2506,120,0,106,0,0,123,325,179,11,0,0,0,103,32,277,0,277,3066,193,75,116,122,65,2495,627,9,618
17,031,832600,14000US17031832600,Census Tract 8326,,250001,4423,4423,4013,28,0,158,0,80,144,4423,4286,3925,28,0,158,0,71,104,137,88,0,0,0,0,9,40,28,0,28,4423,97,24,58,382,51,3811,880,27,853
17,031,832900,14000US17031832900,Census Tract 8329,,193194,1914,1914,1066,62,0,733,0,0,53,1914,1824,1023,62,0,733,0,0,6,90,43,0,0,0,0,0,47,165,0,165,1914,581,53,38,53,30,1159,141,0,141
17,031,833000,14000US17031833000,Census Tract 8330,,183531,5101,5101,4133,231,0,445,0,61,231,5101,4922,3971,231,0,445,0,44,231,179,162,0,0,0,0,17,0,44,0,44,5101,298,13,100,30,32,4628,776,0,776
17,031,833100,14000US17031833100,Census Tract 8331,,185820,7994,7994,4997,615,0,1923,0,148,311,7994,7479,4721,615,0,1923,0,62,158,515,276,0,0,0,0,86,153,368,0,368,7856,438,43,24,301,240,6810,930,69,861
17,031,833300,14000US17031833300,Census Tract 8333,,177843,2843,2843,1301,174,0,998,0,58,312,2843,2641,1193,174,0,998,0,8,268,202,108,0,0,0,0,50,44,358,0,358,2826,914,82,64,86,218,1462,389,0,389
17,031,833900,14000US17031833900,Census Tract 8339,,37284,2817,2817,639,1369,14,39,0,648,108,2817,1434,31,1339,14,39,0,0,11,1383,608,30,0,0,0,648,97,206,14,192,2817,637,343,301,382,114,1040,989,642,347
17,031,834000,14000US17031834000,Census Tract 8340,,41563,3146,3146,21,2922,0,0,0,34,169,3146,3146,21,2922,0,0,0,34,169,0,0,0,0,0,0,0,0,193,31,162,3146,367,91,199,610,338,1541,801,300,501
17,031,834200,14000US17031834200,Census Tract 8342,,66649,4988,4988,10,4959,0,0,0,0,19,4988,4981,3,4959,0,0,0,0,19,7,7,0,0,0,0,0,0,355,0,355,4965,762,122,60,125,425,3471,1442,364,1078
17,031,834300,14000US17031834300,Census Tract 8343,,78454,6442,6442,19,5950,0,116,0,254,103,6442,6399,19,5950,0,116,0,211,103,43,0,0,0,0,0,43,0,378,0,378,6442,403,59,783,384,304,4509,1259,438,821
17,031,834400,14000US17031834400,Census Tract 8344,,76648,4045,4045,285,3420,0,0,0,300,40,4045,4007,247,3420,0,0,0,300,40,38,38,0,0,0,0,0,0,358,0,358,4045,201,317,121,341,367,2698,790,95,695
17,031,834500,14000US17031834500,Census Tract 8345,,38639,1434,1434,12,1335,0,0,0,87,0,1434,1434,12,1335,0,0,0,87,0,0,0,0,0,0,0,0,0,107,0,107,1422,279,233,68,131,291,420,495,275,220
17,031,834600,14000US17031834600,Census Tract 8346,,,1587,1587,225,1326,0,0,0,28,8,1587,1213,24,1181,0,0,0,0,8,374,201,145,0,0,0,28,0,0,0,0,1587,320,426,63,86,138,554,360,326,34
17,031,834700,14000US17031834700,Census Tract 8347,,45403,1094,1094,15,1073,0,3,0,3,0,1094,1068,13,1052,0,3,0,0,0,26,2,21,0,0,0,3,0,1,0,1,1077,165,107,31,55,269,450,134,46,88
17,031,834800,14000US17031834800,Census Tract 8348,,54196,1737,1737,107,1553,10,3,0,55,9,1737,1594,19,1553,10,3,0,0,9,143,88,0,0,0,0,55,0,170,15,155,1703,324,168,156,262,256,537,260,88,172
17,031,834900,14000US17031834900,Census Tract 8349,,45833,1012,1012,10,962,0,0,0,0,40,1012,1012,10,962,0,0,0,0,40,0,0,0,0,0,0,0,0,71,0,71,1012,240,115,164,49,214,230,149,82,67
17,031,835000,14000US17031835000,Census Tract 8350,,50542,5429,5429,971,2310,0,44,0,1697,407,5429,2421,110,2267,0,44,0,0,0,3008,861,43,0,0,0,1697,407,334,0,334,5429,373,509,547,792,1326,1882,1282,487,795
17,031,835100,14000US17031835100,Census Tract 8351,,46947,4934,4934,2828,854,1,21,0,820,410,4934,941,53,854,0,21,0,0,13,3993,2775,0,1,0,0,820,397,512,33,479,4934,425,360,122,702,805,2520,1328,300,1028
17,031,835200,14000US17031835200,Census Tract 8352,,109444,2157,2157,880,136,19,100,0,709,313,2157,627,391,136,0,100,0,0,0,1530,489,0,19,0,0,709,313,67,0,67,2157,58,73,24,121,207,1674,383,0,383
17,031,835500,14000US17031835500,Census Tract 8355,,25134,1375,1375,52,1194,9,0,0,8,112,1375,1237,51,1157,9,0,0,0,20,138,1,37,0,0,0,8,92,145,0,145,1375,144,308,294,207,123,299,298,189,109
17,031,835600,14000US17031835600,Census Tract 8356,,43250,838,838,163,666,0,1,0,0,8,838,675,0,666,0,1,0,0,8,163,163,0,0,0,0,0,0,48,0,48,838,110,121,103,44,131,329,102,0,102
17,031,835800,14000US17031835800,Census Tract 8358,,73893,1785,1785,26,1467,0,0,0,174,118,1785,1569,0,1467,0,0,0,0,102,216,26,0,0,0,0,174,16,82,0,82,1785,30,96,298,116,85,1160,383,247,136
17,031,836000,14000US17031836000,Census Tract 8360,,125972,2784,2784,107,2583,0,23,0,0,71,2784,2776,107,2583,0,23,0,0,63,8,0,0,0,0,0,0,8,143,0,143,2764,199,191,144,176,107,1947,752,199,553
17,031,836100,14000US17031836100,Census Tract 8361,,26943,2000,2000,179,1700,0,0,0,0,121,2000,1882,61,1700,0,0,0,0,121,118,118,0,0,0,0,0,0,50,0,50,2000,413,229,313,255,285,505,668,479,189
17,031,836200,14000US17031836200,Census Tract 8362,,250001,1569,1569,997,124,0,347,0,13,88,1569,1417,931,124,0,347,0,0,15,152,66,0,0,0,0,13,73,848,0,848,305,33,4,3,13,0,252,65,0,65
17,031,836300,14000US17031836300,Census Tract 8363,,129375,1709,1709,677,837,0,114,0,3,78,1709,1687,658,837,0,114,0,0,78,22,19,0,0,0,0,3,0,19,0,19,1709,433,91,45,49,158,933,223,0,223
17,031,836400,14000US17031836400,Census Tract 8364,,53750,3891,3891,147,3373,117,26,0,27,201,3891,3612,102,3373,0,26,0,27,84,279,45,0,117,0,0,0,117,134,0,134,3891,617,388,314,338,188,2046,1102,549,553
17,031,836500,14000US17031836500,Census Tract 8365,,50833,1730,1730,176,1533,4,0,0,0,17,1730,1713,176,1533,4,0,0,0,0,17,0,0,0,0,0,0,17,181,6,175,1686,181,150,37,218,131,969,496,140,356
17,031,836600,14000US17031836600,Census Tract 8366,,61688,2329,2329,1260,358,78,24,0,403,206,2329,1004,531,341,0,24,0,0,108,1325,729,17,78,0,0,403,98,100,0,100,2315,0,134,31,368,137,1645,436,0,436
17,031,836700,14000US17031836700,Census Tract 8367,,67997,2259,2259,322,1548,0,0,0,387,2,2259,1586,111,1475,0,0,0,0,0,673,211,73,0,0,0,387,2,79,24,55,2259,358,175,125,152,235,1214,461,331,130
17,031,836800,14000US17031836800,Census Tract 8368,,26219,2634,2634,124,2498,12,0,0,0,0,2634,2634,124,2498,12,0,0,0,0,0,0,0,0,0,0,0,0,117,0,117,2634,378,380,961,334,329,252,715,493,222
17,031,836900,14000US17031836900,Census Tract 8369,,17868,1879,1879,178,1653,0,0,0,0,48,1879,1799,154,1597,0,0,0,0,48,80,24,56,0,0,0,0,0,205,0,205,1879,1062,60,185,115,70,387,627,523,104
17,031,837000,14000US17031837000,Census Tract 8370,,49286,1865,1865,221,1408,0,1,0,76,159,1865,1675,190,1408,0,1,0,0,76,190,31,0,0,0,0,76,83,34,0,34,1865,193,170,207,308,182,805,546,132,414
17,031,837100,14000US17031837100,Census Tract 8371,,40125,1654,1654,345,1091,11,21,0,79,107,1654,1348,238,1024,6,21,0,7,52,306,107,67,5,0,0,72,55,58,0,58,1654,297,38,186,250,241,642,344,153,191
17,031,837300,14000US17031837300,Census Tract 8373,,31023,2710,2710,114,2471,0,78,0,24,23,2710,2690,101,2471,0,78,0,24,16,20,13,0,0,0,0,0,7,108,0,108,2416,861,138,359,166,209,683,832,623,209
17,031,837400,14000US17031837400,Census Tract 8374,,35588,2204,2204,148,1899,0,0,0,132,25,2204,2020,106,1899,0,0,0,0,15,184,42,0,0,0,0,132,10,126,0,126,2188,723,84,196,143,141,901,587,364,223
17,031,837800,14000US17031837800,Census Tract 8378,,52750,2529,2529,658,1636,6,149,0,7,73,2529,2273,491,1636,0,146,0,0,0,256,167,0,6,3,0,7,73,147,5,142,2416,333,44,255,224,250,1310,458,37,421
17,031,838000,14000US17031838000,Census Tract 8380,,,2612,2612,680,1535,1,49,0,104,243,2612,2244,426,1499,0,49,0,27,243,368,254,36,1,0,0,77,0,59,0,59,2612,482,180,108,383,70,1389,662,157,505
17,031,838100,14000US17031838100,Census Tract 8381,,132250,1571,1571,593,848,0,51,0,77,2,1571,1402,503,848,0,51,0,0,0,169,90,0,0,0,0,77,2,0,0,0,1569,232,174,199,139,15,810,172,66,106
17,031,838200,14000US17031838200,Census Tract 8382,,218250,2000,2000,881,608,0,387,0,37,87,2000,1643,608,608,0,387,0,0,40,357,273,0,0,0,0,37,47,354,23,331,966,91,24,20,39,93,699,112,0,112
17,031,838300,14000US17031838300,Census Tract 8383,,136938,2080,2080,1171,568,0,297,7,8,29,2080,2012,1134,552,0,297,0,0,29,68,37,16,0,0,7,8,0,26,0,26,1980,67,39,101,59,150,1564,234,23,211
17,031,838600,14000US17031838600,Census Tract 8386,,21744,1658,1658,141,1275,0,3,0,28,211,1658,1404,47,1275,0,3,0,0,79,254,94,0,0,0,0,28,132,57,0,57,1507,419,146,189,220,118,415,494,329,165
17,031,838700,14000US17031838700,Census Tract 8387,,30132,4056,4056,197,3441,0,0,0,357,61,4056,3457,85,3372,0,0,0,0,0,599,112,69,0,0,0,357,61,247,0,247,4010,717,458,638,712,445,1040,1185,524,661
17,031,838800,14000US17031838800,Census Tract 8388,,31019,3101,3101,867,1809,0,0,0,425,0,3101,1831,53,1778,0,0,0,0,0,1270,814,31,0,0,0,425,0,218,0,218,3087,587,263,366,365,216,1290,880,556,324
17,031,839000,14000US17031839000,Census Tract 8390,,126250,10155,10155,6478,962,36,1666,0,362,651,10155,8919,5910,962,36,1666,0,0,345,1236,568,0,0,0,0,362,306,98,0,98,10008,824,285,236,295,706,7662,711,0,711
17,031,839100,14000US17031839100,Census Tract 8391,,132240,8363,8363,4417,996,23,2323,0,199,405,8363,7405,3929,943,10,2265,0,56,202,958,488,53,13,58,0,143,203,676,13,663,6909,621,51,36,62,221,5918,134,0,134
17,031,839200,14000US17031839200,Census Tract 8392,,55625,2473,2473,453,1382,6,348,0,166,118,2473,2456,453,1371,0,348,0,166,118,17,0,11,6,0,0,0,0,74,0,74,2450,472,133,114,180,218,1333,93,0,93
17,031,839500,14000US17031839500,Census Tract 8395,,133185,1552,1552,259,797,74,132,0,215,75,1552,1311,250,779,0,128,0,79,75,241,9,18,74,4,0,136,0,99,0,99,1412,70,92,135,154,46,915,255,0,255
17,031,839600,14000US17031839600,Census Tract 8396,,84375,1845,1845,167,1578,0,0,0,91,9,1845,1694,94,1578,0,0,0,13,9,151,73,0,0,0,0,78,0,128,4,124,1832,187,139,60,136,232,1078,194,7,187
17,031,839700,14000US17031839700,Census Tract 8397,,110833,5024,5024,2626,80,47,1238,0,624,409,5024,3075,1637,80,20,1238,0,0,100,1949,989,0,27,0,0,624,309,199,33,166,5011,267,0,93,183,581,3887,1026,22,1004
17,031,839800,14000US17031839800,Census Tract 8398,,90867,2703,2703,1876,116,0,636,0,39,36,2703,2200,1440,116,0,636,0,0,8,503,436,0,0,0,0,39,28,52,0,52,2674,166,90,87,324,110,1897,518,40,478
17,031,839900,14000US17031839900,Census Tract 8399,,113462,4759,4759,2976,86,28,670,0,726,273,4759,3094,2338,86,0,670,0,0,0,1665,638,0,28,0,0,726,273,128,0,128,4759,299,104,72,315,250,3719,771,48,723
17,031,840000,14000US17031840000,Census Tract 8400,,115278,2731,2731,1278,20,87,984,0,205,157,2731,2111,1083,20,0,984,0,16,8,620,195,0,87,0,0,189,149,42,0,42,2731,139,184,68,235,163,1942,625,22,603
17,031,840100,14000US17031840100,Census Tract 8401,,61354,3116,3116,1029,14,0,1892,0,55,126,3116,2805,773,14,0,1892,0,0,126,311,256,0,0,0,0,55,0,101,0,101,3116,200,140,20,170,405,2181,562,59,503
17,031,840200,14000US17031840200,Census Tract 8402,,50455,2315,2315,589,13,0,1403,0,279,31,2315,1881,438,13,0,1399,0,0,31,434,151,0,0,4,0,279,0,108,0,108,2315,386,237,71,340,244,1037,488,185,303
17,031,840300,14000US17031840300,Census Tract 8403,,66250,3668,3668,1001,117,0,1319,0,1025,206,3668,1794,384,91,0,1319,0,0,0,1874,617,26,0,0,0,1025,206,289,0,289,3638,58,35,212,696,428,2209,844,87,757
17,031,840400,14000US17031840400,Census Tract 8404,,74113,3427,3427,1564,0,0,1541,0,221,101,3427,1962,455,0,0,1507,0,0,0,1465,1109,0,0,34,0,221,101,91,0,91,3427,83,262,123,403,314,2242,802,117,685
17,031,840700,14000US17031840700,Census Tract 8407,,78571,4116,4116,1079,145,75,111,0,2155,551,4116,886,565,145,0,111,0,0,65,3230,514,0,75,0,0,2155,486,277,0,277,4116,487,0,225,150,516,2738,849,297,552
17,031,840800,14000US17031840800,Census Tract 8408,,42500,3373,3373,1009,41,73,0,0,1651,599,3373,79,38,41,0,0,0,0,0,3294,971,0,73,0,0,1651,599,262,0,262,3373,295,220,568,428,600,1262,1187,470,717
17,031,841000,14000US17031841000,Census Tract 8410,,133875,1089,1089,345,384,0,321,0,0,39,1089,1076,332,384,0,321,0,0,39,13,13,0,0,0,0,0,0,11,0,11,1089,124,62,30,119,38,716,113,37,76
17,031,841100,14000US17031841100,Census Tract 8411,,57273,7065,7065,811,112,1,6050,0,91,0,7065,6973,811,112,0,6050,0,0,0,92,0,0,1,0,0,91,0,329,0,329,7065,319,777,356,926,522,4165,993,128,865
17,031,841200,14000US17031841200,Census Tract 8412,,58981,4455,4455,1918,298,55,44,0,1542,598,4455,1059,650,277,14,44,0,74,0,3396,1268,21,41,0,0,1468,598,213,0,213,4421,120,32,230,527,514,2998,1065,98,967
17,031,841300,14000US17031841300,Census Tract 8413,,55293,4333,4333,1843,140,101,141,0,1617,491,4333,1085,660,140,0,141,0,0,144,3248,1183,0,101,0,0,1617,347,81,26,55,4331,260,276,201,388,522,2684,810,191,619
17,031,841500,14000US17031841500,Census Tract 8415,,35341,2255,2255,109,2070,11,11,0,8,46,2255,2168,75,2070,0,11,0,0,12,87,34,0,11,0,0,8,34,138,22,116,2255,465,114,269,471,77,859,712,306,406
17,031,841700,14000US17031841700,Census Tract 8417,,67667,1123,1123,152,412,0,0,0,371,188,1123,516,114,373,0,0,0,0,29,607,38,39,0,0,0,371,159,62,0,62,1123,253,85,89,156,157,383,116,35,81
17,031,841800,14000US17031841800,Census Tract 8418,,40714,2486,2486,41,2285,0,0,0,109,51,2486,2376,41,2285,0,0,0,8,42,110,0,0,0,0,0,101,9,189,0,189,2481,577,145,164,261,199,1135,748,444,304
