"FIPS","Qualifying Name","File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area","Combined Statistical Area","Metropolitan Statistical Area-Metropolitan Division","Metropolitan Area Central City","Metropolitan/MicropolitanIndicator Flag","New England City and Town Area","New England City and TownCombined Statistical Area","New England City and Town AreaDivision","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area – 5%File","Public Use Microdata Area - 1% File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Place (State FIPS + Place FIPS)","Median Household Income (In 2021 Inflation Adjusted Dollars)","Civilian Population 16 to 19 Years:","Civilian Population 16 to 19 Years: Not High School Graduate, Not Enrolled (Dropped Out)","Civilian Population 16 to 19 Years: High School Graduate, or Enrolled (In School)","Population 25 Years and Over:","Population 25 Years and Over: Less than High School","Population 25 Years and Over: High School Graduate or More (Includes Equivalency)","Population 25 Years and Over: Some College or More","Population 25 Years and Over: Bachelor's Degree or More","Population 25 Years and Over: Master's Degree or More","Population 25 Years and Over: Professional School Degree or More","Population 25 Years and Over: Doctorate Degree","Total Population","Total Population: Not Hispanic or Latino","Total Population: Not Hispanic or Latino: White Alone","Total Population: Not Hispanic or Latino: Black or African American Alone","Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Not Hispanic or Latino: Asian Alone","Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Not Hispanic or Latino: Some Other Race Alone","Total Population: Not Hispanic or Latino: Two or More Races","Total Population: Hispanic or Latino","Total Population: Hispanic or Latino: White Alone","Total Population: Hispanic or Latino: Black or African American Alone","Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Hispanic or Latino: Asian Alone","Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Hispanic or Latino: Some Other Race Alone","Total Population: Hispanic or Latino: Two or More Races"
"17031010701","Census Tract 107.01, Cook County, Illinois","ACSSF","il","140","00","0005999",,,,,"17","031",,,"010701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031010701","Census Tract 107.01",,,,64007,172,0,172,2806,444,2362,1813,1191,485,75,51,3646,2352,1340,704,0,200,0,1,107,1294,395,0,71,0,0,689,139
"17031010702","Census Tract 107.02, Cook County, Illinois","ACSSF","il","140","00","0006000",,,,,"17","031",,,"010702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031010702","Census Tract 107.02",,,,48799,336,0,336,2833,588,2245,1939,1240,500,76,46,5014,3612,1215,2041,0,212,0,33,111,1402,439,0,50,3,0,468,442
"17031020100","Census Tract 201, Cook County, Illinois","ACSSF","il","140","00","0006001",,,,,"17","031",,,"020100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031020100","Census Tract 201",,,,50041,221,0,221,3024,549,2475,1731,991,307,58,47,3972,2720,918,1335,0,194,0,0,273,1252,456,24,0,0,0,748,24
"17031020200","Census Tract 202, Cook County, Illinois","ACSSF","il","140","00","0006002",,,,,"17","031",,,"020200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031020200","Census Tract 202",,,,99987,348,8,340,4375,703,3672,3088,2329,1086,250,50,7159,5299,3015,636,0,1175,0,0,473,1860,437,0,0,0,0,585,838
"17031020301","Census Tract 203.01, Cook County, Illinois","ACSSF","il","140","00","0006003",,,,,"17","031",,,"020301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031020301","Census Tract 203.01",,,,62917,188,0,188,3575,202,3373,2844,1955,624,173,74,5303,4978,4073,150,18,486,0,74,177,325,206,13,0,0,0,80,26
"17031020302","Census Tract 203.02, Cook County, Illinois","ACSSF","il","140","00","0006004",,,,,"17","031",,,"020302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031020302","Census Tract 203.02",,,,78987,247,34,213,3474,153,3321,2694,1820,763,235,105,5348,4663,3560,352,0,605,0,0,146,685,204,122,41,0,0,263,55
"17031020400","Census Tract 204, Cook County, Illinois","ACSSF","il","140","00","0006005",,,,,"17","031",,,"020400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031020400","Census Tract 204",,,,63092,149,0,149,3108,403,2705,2117,1609,577,121,26,4115,2829,1434,839,0,414,0,0,142,1286,502,55,15,93,0,303,318
"17031020500","Census Tract 205, Cook County, Illinois","ACSSF","il","140","00","0006006",,,,,"17","031",,,"020500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031020500","Census Tract 205",,,,38271,235,0,235,4168,942,3226,2044,1010,421,199,39,6560,4981,1183,949,12,2519,0,22,296,1579,966,0,0,0,0,613,0
"17031020601","Census Tract 206.01, Cook County, Illinois","ACSSF","il","140","00","0006007",,,,,"17","031",,,"020601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031020601","Census Tract 206.01",,,,57250,599,0,599,3618,371,3247,2988,2095,884,274,180,5937,5687,3675,238,0,1330,2,78,364,250,175,0,0,0,0,34,41
"17031020602","Census Tract 206.02, Cook County, Illinois","ACSSF","il","140","00","0006008",,,,,"17","031",,,"020602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031020602","Census Tract 206.02",,,,78293,206,0,206,3795,411,3384,2900,2185,569,168,127,5823,4358,2430,494,0,1279,0,36,119,1465,304,0,0,0,0,1092,69
"17031020701","Census Tract 207.01, Cook County, Illinois","ACSSF","il","140","00","0006009",,,,,"17","031",,,"020701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031020701","Census Tract 207.01",,,,83571,53,0,53,1317,103,1214,1072,844,443,118,28,1728,1485,1161,140,8,139,0,0,37,243,92,14,0,0,0,68,69
"17031020702","Census Tract 207.02, Cook County, Illinois","ACSSF","il","140","00","0006010",,,,,"17","031",,,"020702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031020702","Census Tract 207.02",,,,55451,305,6,299,5246,1224,4022,2766,1558,545,192,69,8659,6248,3729,202,0,2194,0,29,94,2411,1433,0,237,0,0,345,396
"17031020801","Census Tract 208.01, Cook County, Illinois","ACSSF","il","140","00","0006011",,,,,"17","031",,,"020801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031020801","Census Tract 208.01",,,,57127,547,0,547,4361,626,3735,2436,1293,361,103,24,6025,4392,2366,916,0,907,0,0,203,1633,938,0,0,0,14,214,467
"17031020802","Census Tract 208.02, Cook County, Illinois","ACSSF","il","140","00","0006012",,,,,"17","031",,,"020802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031020802","Census Tract 208.02",,,,57224,392,0,392,5440,1940,3500,2554,1725,459,1,1,8514,6063,2003,463,153,2700,0,0,744,2451,1007,0,173,0,0,1271,0
"17031020901","Census Tract 209.01, Cook County, Illinois","ACSSF","il","140","00","0006013",,,,,"17","031",,,"020901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031020901","Census Tract 209.01",,,,47316,404,29,375,4078,886,3192,2341,1471,520,87,27,6237,4698,1342,1592,0,1469,0,29,266,1539,850,67,0,0,0,159,463
"17031020902","Census Tract 209.02, Cook County, Illinois","ACSSF","il","140","00","0006014",,,,,"17","031",,,"020902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031020902","Census Tract 209.02",,,,42816,220,10,210,3203,575,2628,1658,837,252,62,20,4517,3766,1507,822,0,1363,0,0,74,751,429,27,0,22,0,129,144
